5299446330400,529944689369,
5299446671475,529944722476,
5299447000488,529944751574,
5299447330394,529944782167,
5299447671216,529944814520,
5299448000431,529944844434,
5299448330503,529944876806,
5299448671325,529944911812,
5299449000537,529944944196,
5299449330512,529944977757,
5299449671298,529945012878,
5299450000525,529945044624,
5299450330500,529945077761,
5299450671395,529945110819,
5299451000447,529945145040,
5299451330540,529945177434,
5299451671223,529945210987,
5299452000432,529945244438,
5299452330564,529945278483,
5299452671438,529945312216,
5299453000544,529945346487,
5299453330426,529945378710,
5299453671329,529945412737,
5299454000653,529945445320,
5299454330423,529945478532,
5299454671224,529945512364,
5299455000490,529945544801,
5299455330429,529945578722,
5299455671242,529945612328,
5299456000427,529945645156,
5299456330529,529945677559,
5299456671324,529945711749,
5299457000533,529945744078,
5299457330530,529945777832,
5299457671346,529945812912,
5299458000437,529945844602,
5299458330548,529945877404,
5299458671409,529945911593,
5299459000624,529945944146,
5299459330539,529945977501,
5299459671228,529946012295,
5299460000534,529946044315,
5299460330540,529946078257,
5299460671223,529946112201,
5299461000625,529946145792,
5299461330552,529946179340,
5299461671238,529946211408,
5299462000438,529946244359,
5299462330794,529946278895,
5299462671377,529946312171,
5299463000447,529946344431,
5299463330595,529946377810,
5299463671426,529946411748,
5299464000547,529946444323,
5299464330547,529946477254,
5299464671224,529946512458,
5299465000439,529946546503,
5299465330571,529946579231,
5299465671236,529946611285,
5299466000430,529946644262,
5299466330538,529946678190,
5299466671366,529946712690,
5299467000780,529946744674,
5299467330451,529946778580,
5299467671258,529946812292,
5299468000654,529946845886,
5299468330515,529946878154,
5299468671355,529946911636,
5299469000561,529946944524,
5299469330714,529946977617,
5299469671343,529947011571,
5299470000452,529947045788,
5299470330630,529947097182,
5299470671277,529947126304,
5299471000450,529947152915,
5299471330489,529947180912,
5299471671253,529947210470,
5299472000459,529947243167,
5299472330441,529947276344,
5299472671287,529947311365,
5299473000474,529947343726,
5299473330462,529947377416,
5299473671245,529947411295,
5299474000435,529947443521,
5299474330562,529947477873,
5299474671342,529947513640,
5299475000602,529947543516,
5299475330451,529947579911,
5299475671387,529947612104,
5299476000466,529947644982,
5299476330454,529947678504,
5299476671264,529947711153,
5299477000554,529947744485,
5299477330451,529947777537,
5299477671267,529947812392,
5299478000506,529947844426,
5299478330464,529947877142,
5299478671255,529947910915,
5299479000621,529947943752,
5299479330600,529947977078,
