5299446392900,529944656151,
5299446733975,529944709187,
5299447062988,529944738617,
5299447392894,529944769667,
5299447733716,529944801467,
5299448062931,529944831802,
5299448393003,529944864510,
5299448733825,529944898809,
5299449063037,529944931660,
5299449393012,529944965177,
5299449733798,529945000309,
5299450063025,529945032461,
5299450393000,529945065028,
5299450733895,529945098001,
5299451062947,529945132190,
5299451393040,529945164739,
5299451733723,529945198304,
5299452062932,529945231608,
5299452393064,529945265618,
5299452733938,529945299398,
5299453063044,529945334075,
5299453392926,529945365562,
5299453733829,529945399742,
5299454063153,529945432627,
5299454392923,529945465324,
5299454733724,529945499201,
5299455062990,529945532273,
5299455392929,529945566313,
5299455733742,529945599499,
5299456062927,529945632593,
5299456393029,529945665148,
5299456733824,529945699143,
5299457063033,529945731457,
5299457393030,529945765467,
5299457733846,529945799419,
5299458062937,529945831789,
5299458393048,529945864760,
5299458733909,529945898448,
5299459063124,529945931387,
5299459393039,529945965133,
5299459733728,529945999397,
5299460063034,529946031832,
5299460393040,529946065791,
5299460733723,529946098771,
5299461063125,529946133289,
5299461393052,529946166559,
5299461733738,529946198821,
5299462062938,529946231701,
5299462393294,529946266361,
5299462733877,529946298690,
5299463062947,529946331925,
5299463393095,529946365561,
5299463733926,529946398843,
5299464063047,529946431682,
5299464393047,529946465003,
5299464733724,529946499367,
5299465062939,529946534451,
5299465393071,529946566637,
5299465733736,529946598575,
5299466062930,529946631520,
5299466393038,529946665658,
5299466733866,529946698996,
5299467063280,529946732348,
5299467392951,529946766250,
5299467733758,529946798792,
5299468063154,529946832771,
5299468393015,529946865474,
5299468733855,529946898488,
5299469063061,529946932045,
5299469393214,529946964854,
5299469733843,529946998618,
5299470062952,529947033098,
5299470393130,529947084541,
5299470733777,529947113546,
5299471062950,529947140810,
5299471392989,529947168642,
5299471733753,529947197865,
5299472062959,529947231136,
5299472392941,529947263864,
5299472733787,529947298565,
5299473062974,529947331315,
5299473392962,529947365109,
5299473733745,529947398685,
5299474062935,529947431053,
5299474393062,529947465828,
5299474733842,529947500674,
5299475063102,529947530946,
5299475392951,529947567234,
5299475733887,529947599237,
5299476062966,529947632087,
5299476392954,529947666064,
5299476733764,529947698224,
5299477063054,529947732095,
5299477392951,529947765131,
5299477733767,529947799263,
5299478063006,529947831461,
5299478392964,529947865147,
5299478733755,529947898126,
5299479063121,529947931171,
5299479393100,529947964751,
