5299446330400,529944688856,
5299446671475,529944722013,
5299447000488,529944751097,
5299447330394,529944781724,
5299447671216,529944813858,
5299448000431,529944843998,
5299448330503,529944876426,
5299448671325,529944911412,
5299449000537,529944943753,
5299449330512,529944977406,
5299449671298,529945012456,
5299450000525,529945044254,
5299450330500,529945077404,
5299450671395,529945110379,
5299451000447,529945144521,
5299451330540,529945176986,
5299451671223,529945210598,
5299452000432,529945244014,
5299452330564,529945278026,
5299452671438,529945311619,
5299453000544,529945346073,
5299453330426,529945378258,
5299453671329,529945412280,
5299454000653,529945444950,
5299454330423,529945478042,
5299454671224,529945511908,
5299455000490,529945544396,
5299455330429,529945578328,
5299455671242,529945611895,
5299456000427,529945644755,
5299456330529,529945677187,
5299456671324,529945711365,
5299457000533,529945743705,
5299457330530,529945777464,
5299457671346,529945812405,
5299458000437,529945844159,
5299458330548,529945876825,
5299458671409,529945911198,
5299459000624,529945943682,
5299459330539,529945977137,
5299459671228,529946011860,
5299460000534,529946043908,
5299460330540,529946077878,
5299460671223,529946111773,
5299461000625,529946145360,
5299461330552,529946178864,
5299461671238,529946211016,
5299462000438,529946243943,
5299462330794,529946278338,
5299462671377,529946311541,
5299463000447,529946344019,
5299463330595,529946377421,
5299463671426,529946411349,
5299464000547,529946443949,
5299464330547,529946476850,
5299464671224,529946511923,
5299465000439,529946546121,
5299465330571,529946578805,
5299465671236,529946610855,
5299466000430,529946643812,
5299466330538,529946677786,
5299466671366,529946712277,
5299467000780,529946744282,
5299467330451,529946778086,
5299467671258,529946811500,
5299468000654,529946845439,
5299468330515,529946877766,
5299468671355,529946911178,
5299469000561,529946944114,
5299469330714,529946977244,
5299469671343,529947010961,
5299470000452,529947045341,
5299470330630,529947096780,
5299470671277,529947125808,
5299471000450,529947152498,
5299471330489,529947180487,
5299471671253,529947210024,
5299472000459,529947242779,
5299472330441,529947275786,
5299472671287,529947310919,
5299473000474,529947343192,
5299473330462,529947376993,
5299473671245,529947410740,
5299474000435,529947443061,
5299474330562,529947477522,
5299474671342,529947513229,
5299475000602,529947543086,
5299475330451,529947579496,
5299475671387,529947611682,
5299476000466,529947644558,
5299476330454,529947678048,
5299476671264,529947710645,
5299477000554,529947744044,
5299477330451,529947777105,
5299477671267,529947811938,
5299478000506,529947843998,
5299478330464,529947876759,
5299478671255,529947910498,
5299479000621,529947943331,
5299479330600,529947976668,
