5299446330400,529944648611,
5299446671475,529944701052,
5299447000488,529944730998,
5299447330394,529944762158,
5299447671216,529944794001,
5299448000431,529944824496,
5299448330503,529944856982,
5299448671325,529944891587,
5299449000537,529944924548,
5299449330512,529944957958,
5299449671298,529944992917,
5299450000525,529945025303,
5299450330500,529945057728,
5299450671395,529945090719,
5299451000447,529945124725,
5299451330540,529945157036,
5299451671223,529945191269,
5299452000432,529945224309,
5299452330564,529945258168,
5299452671438,529945292094,
5299453000544,529945326590,
5299453330426,529945358127,
5299453671329,529945392512,
5299454000653,529945425148,
5299454330423,529945457853,
5299454671224,529945492029,
5299455000490,529945525178,
5299455330429,529945557877,
5299455671242,529945591740,
5299456000427,529945625309,
5299456330529,529945657698,
5299456671324,529945691844,
5299457000533,529945724271,
5299457330530,529945758090,
5299457671346,529945792065,
5299458000437,529945824706,
5299458330548,529945857436,
5299458671409,529945891262,
5299459000624,529945924114,
5299459330539,529945957852,
5299459671228,529945992245,
5299460000534,529946024757,
5299460330540,529946058275,
5299460671223,529946091444,
5299461000625,529946125681,
5299461330552,529946159267,
5299461671238,529946191731,
5299462000438,529946224615,
5299462330794,529946258746,
5299462671377,529946291182,
5299463000447,529946324492,
5299463330595,529946358142,
5299463671426,529946391561,
5299464000547,529946424345,
5299464330547,529946457637,
5299464671224,529946492105,
5299465000439,529946527098,
5299465330571,529946558308,
5299465671236,529946591115,
5299466000430,529946624251,
5299466330538,529946657857,
5299466671366,529946691766,
5299467000780,529946725029,
5299467330451,529946758467,
5299467671258,529946791364,
5299468000654,529946825492,
5299468330515,529946858237,
5299468671355,529946891382,
5299469000561,529946924922,
5299469330714,529946957507,
5299469671343,529946991220,
5299470000452,529947024347,
5299470330630,529947077440,
5299470671277,529947106016,
5299471000450,529947133462,
5299471330489,529947160878,
5299471671253,529947190634,
5299472000459,529947224018,
5299472330441,529947256759,
5299472671287,529947291342,
5299473000474,529947324005,
5299473330462,529947357644,
5299473671245,529947391414,
5299474000435,529947423916,
5299474330562,529947458498,
5299474671342,529947493280,
5299475000602,529947523802,
5299475330451,529947558001,
5299475671387,529947591581,
5299476000466,529947624800,
5299476330454,529947658452,
5299476671264,529947691000,
5299477000554,529947724779,
5299477330451,529947757531,
5299477671267,529947791807,
5299478000506,529947823838,
5299478330464,529947857749,
5299478671255,529947890963,
5299479000621,529947923963,
5299479330600,529947957309,
